id,Fleet,Fleet_name,Used,Kind,Sex,Bin,Obs,Exp,Dev,effN,Nsamp_in,Nsamp_adj
12-CAAL-old-growth-SD,5,F05_LL.TW.4,yes,LEN,1,185,2.3909153711,2.1554066,0.2355087711,257.31844,125.335637,12.5335637
12-CAAL-old-growth-SD,5,F05_LL.TW.4,yes,LEN,1,190,0.954984462,0.9508577,0.00412676200000006,209.70554,107.25924,10.725924
12-CAAL-old-growth-SD,5,F05_LL.TW.4,yes,LEN,1,195,0.639652884,0.7112704,-0.071617516,209.70554,107.25924,10.725924
12-CAAL-old-growth-SD,5,F05_LL.TW.4,yes,LEN,1,200,1.0764629411,0.585499,0.4909639411,200.31899,105.65494,10.565494
12-CAAL-old-growth-SD,5,F05_LL.TW.4,yes,LEN,1,205,0.3445104624,0.2980109,0.0464995624,168.73805,102.18705,10.218705
12-CAAL-old-growth-SD,5,F05_LL.TW.4,yes,LEN,1,210,0.4881305533,0.1932795,0.2948510533,136.27705,61.96675,6.196675
12-CAAL-old-growth-SD,5,F05_LL.TW.4,yes,LEN,1,215,0.2371958629,0.07195794,0.1652379229,94.96732,42.06235,4.206235
12-CAAL-old-growth-SD,5,F05_LL.TW.4,yes,LEN,1,220,0.1561534533,0.04137304,0.1147804133,94.96732,42.06235,4.206235
12-CAAL-old-growth-SD,5,F05_LL.TW.4,yes,LEN,1,225,0.1563563821,0.01773435,0.1386220321,93.4028,40.31058,4.031058
12-CAAL-old-growth-SD,5,F05_LL.TW.4,yes,LEN,1,230,0.0054402237,0.005395867,4.43567000000004e-05,66.90307,27.7313,2.77313
12-CAAL-old-growth-SD,5,F05_LL.TW.4,yes,LEN,1,235,0.2476114217,0.002230344,0.2453810777,66.90307,27.7313,2.77313
12-CAAL-old-growth-SD,5,F05_LL.TW.4,yes,LEN,1,240,0.0447115531,0.001100035,0.0436115181,66.90307,27.7313,2.77313
12-CAAL-old-growth-SD,5,F05_LL.TW.4,yes,LEN,1,245,0.1175823621,0.000383203,0.1171991591,37.71627,5.98327,0.598327
12-CAAL-old-growth-SD,5,F05_LL.TW.4,yes,LEN,1,250,0.0001993621,0.000211215,-1.18529e-05,29.52746,4.7685,0.47685
12-CAAL-old-growth-SD,5,F05_LL.TW.4,yes,LEN,1,255,0.051578991,0.000201809,0.051377182,29.52746,4.7685,0.47685
12-CAAL-old-growth-SD,5,F05_LL.TW.4,yes,LEN,1,260,9.9691e-05,9.98344e-05,-1.43399999999989e-07,22.6403,1.30775,0.130775
12-CAAL-old-growth-SD,5,F05_LL.TW.4,yes,LEN,1,265,9.9691e-05,9.97101e-05,-1.90999999999944e-08,22.6403,1.30775,0.130775
12-CAAL-old-growth-SD,5,F05_LL.TW.4,yes,LEN,1,270,0.0416376,9.96933e-05,0.0415379067,22.6403,1.30775,0.130775
12-CAAL-old-growth-SD,5,F05_LL.TW.4,yes,LEN,1,95,0.1174084,0.000674843,0.116733557,15.07597,4.67552,0.467552
12-CAAL-old-growth-SD,5,F05_LL.TW.4,yes,LEN,1,100,0.0770840621,0.001245451,0.0758386111,35.29497,5.228187,0.5228187
12-CAAL-old-growth-SD,5,F05_LL.TW.4,yes,LEN,1,105,0.0002991824,0.00249891,-0.0021997276,35.29497,5.228187,0.5228187
12-CAAL-old-growth-SD,5,F05_LL.TW.4,yes,LEN,1,110,0.0224881824,0.00959345,0.0128947324,69.27927,24.011787,2.4011787
12-CAAL-old-growth-SD,5,F05_LL.TW.4,yes,LEN,1,115,0.0181714728,0.01591989,0.0022515828,81.05107,38.616887,3.8616887
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,185,1.346219764,1.2395544,0.106665364,1066.660126,1157,115.7
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,190,2.1643518442,1.8269441,0.3374077442,1066.660126,1157,115.7
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,195,2.3091197541,2.663731,-0.3546112459,1066.660126,1157,115.7
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,200,2.5975389342,3.279302,-0.681763065800001,1066.660126,1157,115.7
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,205,2.3545019441,3.298844,-0.9443420559,1066.660126,1157,115.7
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,210,2.062988164,2.697728,-0.634739835999999,1066.660126,1157,115.7
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,215,2.6643137901,2.1224111,0.5419026901,1066.660126,1157,115.7
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,220,1.1629888741,0.9858046,0.1771842741,975.177266,1091,109.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,165,0.1351238947,0.05197212,0.0831517747,400.039866,443,44.3
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,170,0.6683259043,0.17162422,0.4967016843,640.177116,762,76.2
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,175,0.6060885347,0.3855664,0.2205221347,879.744626,974,97.4
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,180,0.9072631043,0.6826567,0.2246064043,983.810026,1125,112.5
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,225,0.4360563441,0.3618108,0.0742455441,922.658816,1021,102.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,230,0.3472346341,0.16283798,0.1843966541,885.610616,996,99.6
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,235,0.0797072449,0.0339196,0.0457876449,532.661406,503,50.3
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,160,0.0107977947,0.01349139,-0.0026935953,120.163006,317,31.7
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,240,0.0779954241,0.00866422,0.0693312041,469.623506,356,35.6
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,155,0.0123279544,0.00514177,0.0071861844,93.096006,221,22.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,20,9.93739e-05,9.93739e-05,0,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,25,9.93739e-05,9.93739e-05,0,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,30,9.93739e-05,9.93739e-05,0,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,35,9.93739e-05,9.93739e-05,0,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,40,9.93739e-05,9.93739e-05,0,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,45,9.93739e-05,9.93739e-05,0,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,50,9.93739e-05,9.93739e-05,0,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,55,9.93739e-05,9.9374e-05,-1.00000000006996e-10,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,60,9.93739e-05,9.93742e-05,-3.00000000007434e-10,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,65,9.93739e-05,9.93753e-05,-1.40000000000307e-09,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,70,9.93739e-05,9.93799e-05,-5.9999999999996e-09,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,75,9.93739e-05,9.93947e-05,-2.0800000000005e-08,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,80,9.93739e-05,9.94302e-05,-5.63000000000083e-08,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,85,9.93739e-05,9.94933e-05,-1.19400000000004e-07,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,90,9.93739e-05,9.95719e-05,-1.98e-07,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,95,9.93739e-05,9.96313e-05,-2.57400000000009e-07,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,100,9.93739e-05,9.96392e-05,-2.65300000000006e-07,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,105,9.93739e-05,9.96158e-05,-2.41900000000009e-07,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,110,9.93739e-05,9.97293e-05,-3.55400000000007e-07,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,115,9.93739e-05,0.000100627,-1.2531e-06,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,120,9.93739e-05,0.000104385,-5.0111e-06,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,125,9.93739e-05,0.000116038,-1.66641e-05,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,130,9.93739e-05,0.000143787,-4.44131e-05,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,135,0.0186769739,0.000513754,0.0181632199,51.452206,55,5.5
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,140,0.0001991544,0.000589473,-0.0003903186,51.452206,55,5.5
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,145,0.0186769739,0.000804876,0.0178720979,51.452206,55,5.5
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,150,0.0001991544,0.001202137,-0.0010029826,51.452206,55,5.5
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,245,0.0153280739,0.000811911,0.0145161629,55.142006,67,6.7
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,250,9.93739e-05,0.000125119,-2.57451e-05,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,255,9.93739e-05,0.000104049,-4.67510000000001e-06,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,260,9.93739e-05,0.000100095,-7.21100000000002e-07,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,265,9.93739e-05,9.94677e-05,-9.38000000000024e-08,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,270,9.93739e-05,9.93842e-05,-1.03000000000023e-08,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,275,9.93739e-05,9.93749e-05,-1.00000000000219e-09,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,280,9.93739e-05,9.9374e-05,-1.00000000006996e-10,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,285,9.93739e-05,9.93739e-05,0,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,290,9.93739e-05,9.93739e-05,0,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,295,9.93739e-05,9.93739e-05,0,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,300,9.93739e-05,9.93739e-05,0,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,305,9.93739e-05,9.93739e-05,0,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,310,9.93739e-05,9.93739e-05,0,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,315,9.93739e-05,9.93739e-05,0,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,320,9.93739e-05,9.93739e-05,0,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,325,9.93739e-05,9.93739e-05,0,0.913606,1,0.1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,yes,LEN,1,330,9.93739e-05,9.93739e-05,0,0.913606,1,0.1
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,100,0.5588227649,0.12976806,0.4290547049,706.07215,1121.37643,70.0860642
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,105,0.5276332264,0.21071268,0.3169205464,737.752252,1180.012619,73.750826
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,110,0.7352001875,0.3286593,0.4065408875,796.550452,1307.350126,81.70942294
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,115,0.575054168,0.49430533,0.080748838,884.931072,1393.180126,87.07379864
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,120,0.4577285875,0.59488172,-0.1371531325,912.811572,1471.615626,91.97601864
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,125,1.2032835759,1.15631111,0.0469724659000002,1054.277922,1620.298769,101.26871474
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,130,1.4560575563,1.4898035,-0.0337459436999996,1138.619402,1742.370149,108.89817564
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,135,1.6691411678,1.9393834,-0.270242232200001,1172.036382,1745.689856,109.1056577
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,140,2.5782589539,2.3681442,0.210114753899998,1180.042012,1746.069643,109.1293944
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,145,3.1484541227,2.7321927,0.416261422700001,1180.042012,1746.069643,109.1293944
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,150,3.634869871,3.9214626,-0.286592729000001,1180.042012,1746.069643,109.1293944
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,155,4.0929355811,4.092123,0.000812581099999044,1193.98981,1747.875984,109.2422906
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,160,4.3954538447,4.0672288,0.328225044700001,1193.98981,1747.875984,109.2422906
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,165,4.1149015524,4.270804,-0.155902447600001,1193.98981,1747.875984,109.2422906
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,170,4.3986855423,4.2989728,0.0997127423000013,1193.98981,1747.875984,109.2422906
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,175,3.462599062,4.3235459,-0.860946838000001,1193.98981,1747.875984,109.2422906
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,180,2.3333404957,4.2151096,-1.8817691043,1179.09031,1745.137454,109.0711326
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,185,1.808751357,2.6639236,-0.855172243,1125.58928,1668.894167,104.3059259
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,190,1.4960618366,1.7448391,-0.2487772634,1109.25778,1632.380067,102.0237959
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,195,1.0373933372,1.1162033,-0.0788099628000001,1046.6938,1591.620602,99.4763322
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,200,0.7871856474,0.8155725,-0.0283868526000001,973.6863,1510.660532,94.4163266
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,205,0.5174928119,0.44389844,0.0735943718999998,825.52692,1140.105795,71.25661054
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,210,0.5802564088,0.26122128,0.3190351288,710.57672,1002.642305,62.66513654
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,215,0.4465159278,0.13903884,0.3074770878,623.20472,988.952708,61.8095366
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,220,0.3205070646,0.04712764,0.2733794246,443.36327,758.766364,47.4228861
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,225,0.2026424136,0.016552117,0.1860902966,340.66017,668.879994,41.8049901
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,230,0.0164742847,0.00401094,0.0124633447,132.50027,290.51959,18.1574634
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,235,0.0146892524,0.00141326,0.0132759924,61.93367,111.70659,6.9816634
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,240,0.1819180925,0.000803753,0.1811143395,61.93367,111.70659,6.9816634
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,75,0.0542238621,0.0005399994,0.0536838627,162.8122,247.24814,15.45299
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,80,0.0630836621,0.0037584836,0.0593251785,175.066,286.71464,17.91965
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,85,0.1858387629,0.011430992,0.1744077709,288.55215,474.46042,29.653758
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,90,0.3030605226,0.029173195,0.2738873276,407.45855,676.66212,42.291368
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,95,0.4878125428,0.065119918,0.4226926248,592.17265,1102.37832,68.898682
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,245,0.0613928208,0.000346236,0.0610465848,37.03063,110.4442,6.902764
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,250,0.0195392115,0.000208051,0.0193311605,17.24053,33.8577,2.116104
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,45,0.0177566,9.97009e-05,0.0176568991,21.8535,24.3906,1.52441
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,50,9.97009e-05,9.97009e-05,0,21.8535,24.3906,1.52441
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,55,9.97009e-05,9.97009e-05,0,21.8535,24.3906,1.52441
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,60,9.97009e-05,9.97009e-05,0,21.8535,24.3906,1.52441
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,65,0.0187988009,0.0001993753,0.0185994256,92.4201,203.2036,12.70021
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,70,0.0230964621,0.0003132915,0.0227831706,127.0199,243.7059,15.2316
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,255,9.96115e-05,0.00010006,-4.48500000000001e-07,9.54215,12.2615,0.766344
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,260,9.96115e-05,9.96804e-05,-6.88999999999952e-08,9.54215,12.2615,0.766344
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,265,9.96115e-05,9.96204e-05,-8.89999999999919e-09,9.54215,12.2615,0.766344
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,270,9.96115e-05,9.96125e-05,-1.00000000000219e-09,9.54215,12.2615,0.766344
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,yes,LEN,1,275,0.0123845,9.96116e-05,0.0122848884,9.54215,12.2615,0.766344
